,id,이름,로스터리ID,커피 소개,타입,로스팅 포인트,지속가능성,컵 노트,바디감,신맛,단맛,쓴맛,카페인,나라,식품의 유형,제조원 및 소재지,유통기한,제조일자,내용량,보관 방법,원재료 및 함량,제품문의 관련 주소 및 전화번호
49,9,아이리스,87,꽃향기로 시작해 다채로운 과일의 플레이버로 이어지는 선명하고 풍부한 과일의 단맛을 가졌어요.,블렌드,라이트미디엄,,"['스트로베리', ' 복숭아', ' 브라운슈가', ' 밀크초콜릿', ' 길고 깨끗한 여운']",2,4,4,2,1,"코스타리카,    니카라과, 에티오피아",커피,"커피 앰비언스, 서울시 송파구 송이로17길 51 (1층, 가락동)",제조일로부터 1년,제조일 별도표기,200g / 1kg,서늘한 곳에 보관,볶은커피 100%,코케 고객센터 070-4647-1868
50,3012,우리집블렌드,80,땅콩류의 느낌이 잘 느껴지며 후미에 잔잔하게 강도가 낮은 산미가 졸인 딸기처럼 느껴지는 커피입니다. 언제라도 맛있는 커피를 즐기길 원한다면 이 커피를 추천합니다.,블렌드,미디엄다크,공정무역,,3,2,4,1,1,"브라질, 콜롬비아, 에티오피아",커피,경기도 성남시 중원구 둔촌대로 531 쌍용IT트윈타워 B동 901-2호,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,챁챁커피 031-736-0090
51,3016,짙은 블렌드,82,"구운 견과류의 고소함, 초콜릿의 쌉쌀한 단맛, 은은하게 느껴지는 산미 소소한사치 대표 블렌드입니다.",블렌드,미디엄다크,,,4,2,4,3,1,"브라질, 과테말라, 콜롬비아",커피,경기도 부천시 소사구 호현로 489,제조일로부터 1년,주문 확인 후 제조,200g/ 1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,카페소소한사치 010-9340-4364
52,1471,블렌드 신월,37,고소하며 묵직한 바디감이 좋습니다. 흑설탕같은 단맛도 좋아요.,블렌드,다크,,"['맥아', ' 흑맥주', ' 그레인', ' 다크초콜릿', ' 스무스바디']",5,1,4,4,1,"브라질, 에티오피아, 인도",원두커피,"브니엘컴퍼니, 서울시 양천구 가로공원로56길 27-1 1층 브니엘 커피 로스터스",제조일로부터 1년,상단에 표시,1kg,없음,"브라질 40%, 에티오피아 30%, 인도 30%",코케 고객센터 070-4647-1868
53,3444,블렌드 C,26,"고소한 견과류 느낌과, 부드럽고 섬세한 질감을 가지고 있는 원두 입니다. 적당한 산미의 조화로 균형잡힌 느낌을 받으실 수 있습니다.",블렌드,미디엄다크,,,3,3,4,2,1,"브라질, 에티오피아",커피,서울 관악구 남현2길 18 1층,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,리버벨 010-7220-7215
54,145,문래 블렌드,36,"문래블렌드는 밀크 베리에이션 블렌드로, 우유와 특히 잘 어울리는 라떼 전용 블렌드 커피입니다. 견과류의 고소함과 딸기의 향긋함이 더해진 산뜻함이 특징입니다.",블렌드,미디엄다크,,"['아몬드', ' 라즈베리', ' 브라운슈가', ' 초콜릿']",5,1,5,4,1,"에티오피아, 브라질",커피,"보사노바로스팅팩토리, 강원도 강릉시 경강로2660번길 7",제조일로부터 12개월,별도표시,200g / 1kg,"직사광선과 습기를 피하여 서늘한 곳에 실온 보관 하며, 개봉한 후에는 빨리 드십시오.","커피원두 100% (에티오피아 40%, 브라질 60%)",코케 고객센터 070-4647-1868
55,105,램블 블렌드,1,"브루잉으로 드시면 차(Tea)를 연상케 하는 깨끗함을, 에스프레소 추출을 통해 즐기시면 커피 본연의 상큼하고 달콤함을 즐기실 수 있습니다. 커피 본연의 과일의 향미, 밝은 산미와 깨끗한 단맛을 느낄수 있는 502커피로스터스의 시그니처 블렌드!",블렌드,라이트미디엄,,"['크랜베리', ' 블랙티', ' 캔디']",2,4,4,2,1,"에티오피아, 에티오피아",볶은 커피,"(주)502커피로스터스, 서울 금천구 가산디지털1로 159-20",제조일로부터 1년,별도표기,200g / 1kg,서늘한 곳에 밀폐보관,커피원두 100% (에티오피아100%),코케 고객센터 070-4647-1868
56,3459,에티오피아 예가체프 코체레 G2 워시드,77,"밝고 상큼한 레몬의 산미, 비스킷의 고소함, 부드러운 목넘김과 깔끔한 여운",싱글오리진,라이트미디엄,유기농,,2,4,4,1,1,코체레,커피,경기 고양시 일산동구 장대길 75-53 나동 1층 JMD Coffee Factory,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,제이엠디커피팩토리 010-9903-8794
57,1726,Blend Base,44,깊은 바디와 옥수수와 같은 고소함이 애프터까지 긴 여운으로 남는 다크로스팅 커피,블렌드,다크,,,3,1,2,4,1,"브라질, 인도",커피,서울 용산구 녹사평대로 224-1,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,스탠딩커피 010-7386-0386
58,4546,콜롬비아 디에고 베르가라 자바 이스트 무산소발효 워시드,108,리치와 코코넛 같은 열대 과일에 민트를 첨가한 프룻 펀치 같은 상쾌달달한 맛의 커피예요.,싱글오리진,라이트미디엄,직접무역,,3,4,4,2,1,후일라,커피,경기도 광주시 오포읍 수레실길 144,제조일로부터 1년,주문 확인 후 제조,200g,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,한국커피 010-9957-4231
59,4692,M블랙,89,다크 초콜릿 느낌의 진하고 묵직한 커피 기존 프렌차이즈 카페 원두에 익숙한 손님을 위한 원두 아메리카노와 라떼 모두 잘 어울리는 원두,블렌드,다크,,,5,1,4,3,1,"과테말라, 브라질, 콜롬비아",커피,경기도 고양시 덕양구 행신동 741-17 1층,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,커피네츄럴스페셜티
60,1473,초콜릿 블렌드,0,"이름처럼 초콜릿, 카카오닙스의 향이 특징적이며 긴 단맛이 애프터로 남는것이 매력적입니다.",블렌드,미디엄다크,,"['초콜릿', ' 카카오닙스', ' 카라멜']",4,3,4,2,1,"브라질, 콜롬비아, 인도",원두커피,경기도 성남시 분당구 문정로144번길 4,제품 별도 표기,제품 별도 표기,200g / 1kg,,"원두커피 100% (콜롬비아 50%, 브라질 30%, 인도 20%)",코케 고객센터 070-4647-1868
61,3142,마젠타 블렌드,21,한라봉주스를 마시는 달달한 쥬시함,블렌드,미디엄,,,2,4,3,1,1,"에티오피아, 콜롬비아",커피,경기 남양주시 불암로109번길 4-29 (별내동) 1층 일부호,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,레인디어 010-3976-1590
62,1040,그 해 겨울,52,"은은한 산미, 헤이즐넛, 초콜릿의 단맛 등 복합적인 향과 좋은 밸런스를 지닌 커피입니다.",블렌드,미디엄,직접무역,"['체리', ' 라즈베리', ' 밀크 초콜릿', ' 헤이즐넛', ' 좋은 밸런스', ' 클린']",4,3,5,1,1,"코스타리카, 과테말라, 에티오피아",커피,"안녕가비, 서울 광진구 능동로53길 41 1층",제조일로부터 3개월 이내(실온 상태),제품 상단에 표기,200g / 1kg,"직사광선을 피하고, 온도 습도가 낮으며 통풍이 잘되는 곳에 밀폐 보관해 주십시오.",커피원두 100%(원산지 후면 별도 표기),코케 고객센터 070-4647-1868
63,4801,아헨 Aachen,96,우유와 잘 어울리는 진한 다크쵸콜릿의 단맛과 바디감이 풍부한 크레센도 매장에서 콜드브루로 판매하는 커피입니다. 커피에서 느껴지는 신맛에 예민하시다면 아헨을 추천해드립니다.,블렌드,미디엄다크,,,4,2,4,1,1,"과테말라, 콜롬비아",커피,크레센도 커피로스터스 경기도 성남시 중원구 둔촌대로 400 스타우드 511호,제조일로부터 1년,별도표기,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,크레센도 커피 로스터스 010-3386-5969
64,3810,에티오피아 예가체프 첼베사 워시드,112,"에티오피아 예가체프 첼베사 커피입니다. 선명한 라벤더 향이 매력적이고 복숭아와 청포도 향미가 매력적인, 퀄리티 좋은 에티오피아 워시드 커피입니다.",싱글오리진,미디엄,,,3,4,4,2,1,"첼바사, 예가체프,  지디오",커피,"대구광역시 수성구 청솔로 57, 1층",제조일로부터 1년,주문 확인 후 제조,200g,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,흐드러진커피 01046819876
65,41,골든에라,57,늘 편하게 마실 수 있는 언더프레셔 시그니쳐 블렌드 입니다.  원두 자체의 풍부한 단맛을 중심으로 체리캔디의 향미와 균형감있는 바디가 특징입니다.,블렌드,미디엄다크,,"['블랙체리', ' 밀크 초콜렛', ' 밸런스드 바디']",4,2,5,3,1,"콜롬비아, 에티오피아, 코스타리카",커피(볶은커피),"(주)핸디엄, 경기도 여주시 세종대왕면 상동길 68",제조일로부터 12개월,상단 표기일,140g / 1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 보관하여 주십시오.","커피원두 100% (콜롬비아산 50%, 에티오피아산 30%, 코스타리카산 20%)",핸디엄 고객센터 1599-2681
66,3617,투게더 블렌드,25,자연과 우리 모두에게 조금이라도 보탬이 될 수 있는 가치있는 소비를 위해 커피 재배 환경에서 조금이라도 환경오염을 줄일 수 있도록 유기농법을 적용하거나 가공 과정에서 발생하는 폐수를 재활용 하여 다시 사용 하고 더 좋은 품질을 생산하기 위해 엄격한 분류 및 요구사항을 따라 생산한 커피만을 사용합니다 고급 초콜렛같은 맛과 텍스쳐가 느껴집니다 길게 남는 고소한 견과류의 여운과 바디감이 좋습니다,블렌드,다크,유기농,,4,1,4,4,1,"과테말라, 콜롬비아, 브라질, 인도",커피,서울시 마포구 동교로22길 21,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,리밀커피 010-3173-2923
67,61,디카페인 에티오피아 예가체프 워카 내추럴 스위스 워터,42,"센터커피는 디카페인은 맛이 없다라는 편견을 깨기위해 퀄리티 좋은 생두 선별에 오직 물로 카페인을 추출하는 스위스 워터 방식의 디카페인 공정을 거친 커피를 센터커피만의 로스팅 기법으로 풀어내었습니다. 커피 본연의 맛과 향을 최대한 살린 센터커피 디카페인 커피는 카페인 섭취에 부담을 느끼시는 분들이 편하고 부담 없이 드실 수 있습니다. 캐러멜의 단맛이 느껴지고, 식을수록 건자두의 플레이버가 입안은 채워줍니다. 다크초콜릿의 플레이버가 전체적인 밸런스를 잡아주는 커피입니다.",디카페인,다크,,"['건자두', ' 캐러멜', ' 다크 초콜릿']",4,2,4,3,0,,볶은커피,"(주)클라우드 핑크, 서울 성동구 서울숲2길 28-11",제조일로부터 1년,후면별도표기,210g / 500g,실온에서 직사광선을 피해 서늘한 곳에 보관하세요.,커피(에티오피아)100%,코케 고객센터 070-4647-1868
68,4445,ETNA(에트나),31,"볶은 견과류의 고소한 단맛과 부드럽고 차분한 상큼함은 물론, 은은하게 느껴지는 헤이즐넛의 풍미를 가득 담은 커피입니다.  아메리카노에서는 특유의 깊고 진한 풍미를 보여주며, 묵직하면서도 부드러운 질감에 깨끗하게 떨어지는 피니쉬가 특징인 에스프레소 블렌드입니다.",블렌드,미디엄,직접무역,,3,3,4,2,1,"콜롬비아, 에티오피아, 브라질",볶은 커피,서울특별시 강남구 학동로50길 42,제조일로부터 1년,상품 후면 표기,1kg,습기 및 직사광선을 피하고 서늘한 장소에 보관하십시오.,커피원두 100%,마그마커피 070-7599-2210
69,3894,파푸아뉴기니 마라와카 블루마운틴,67,"과일향같은 밝은 산미, 풍부한 바디감 깔끔한 뒷맛, 부드러운 균형감  베테랑 원주민들이 엄선한 최고급 스페셜티 커피입니다. 단맛과 감칠맛이 좋은 블루마운틴을 즐겨보세요.",싱글오리진,미디엄다크,,,3,3,4,3,1,마라와카,커피,경기도 화성시 동탄지성로 306번길 68,제조일로부터 1년,주문 확인 후 제조,"500g,1kg","직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,운조커피 010-4535-8819
70,3147,콜롬비아 모틸론,74,고소한 견과류의 느낌과 중간정도의 바디감과 밸런스가 좋은 커피입니다.  싱글이지만 머신용으로도 적합합니다.,싱글오리진,미디엄다크,,,4,2,4,1,1,노르테 데 산탄데르,커피,서울특별시 양천구 신정중앙로 32 1층 좌측호,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,저스트로스터 010-5632-5026
71,4766,에티오피아 딤투 테로 내츄럴,0,에티오피아 특유의 자스민향과 복숭아의 산미 블루베리의 플레이버를 가지고 있습니다.,싱글오리진,라이트,,,3,3,4,1,1,에티오피아,커피,경기 성남시 분당구 문정로144번길 4,제조일로부터 1년,주문 확인 후 제조,200g / 500g,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,180커피로스터스 010-4510-8597
72,4702,과테말라 안티구아 SHB,40,"달달한 향미와 약간의 꽃향 1차팝이후 2차팝 직전 배출로 브루잉과 머신에 사용하기 좋습니다.  #다크초콜릿, #시리얼, #피넛",싱글오리진,미디엄다크,,,3,1,3,1,1,,커피,"충청남도 논산시 연산면 황룡재로 65, 2층",제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,서가로스터리 01063083067
73,3064,시그니처 블랜드 타이틀드,19,다크 초콜릿의 단맛과 깊고 묵직한 바디감이 느껴지는 블렌드 원두 입니다.,블렌드,미디엄,,,3,3,5,2,1,"과테말라,    탄자니아 킬리만자로 맘세라, 인도",커피,"서울특별시 성동구 아차산로17길 48, 성수 SK V1 CENTER 401호",제조일로부터 1년,주문일 기준 2주 내 로스팅 상품 출고,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,라운지엑스 070-5161-0005
74,3553,핀카 엘피날 린다 비스타 게이샤,43,"잘 익어 더욱 맛있는 과일의 산미, 달콤한 후미와 깨끗하면서도 산뜻함은 그야말로, 독보적입니다.",싱글오리진,라이트,,,3,4,4,1,1,할라파,커피,서울시 강남구 강남대로154길 24 준영빌딩 1층,제조일로부터 1년,주문 확인 후 제조,200g,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,수수커피 010-5068-4771
75,3588,다크브릭스 블렌드,85,"진한 풍미가 느껴지는 미디엄다크로스팅 커피로,  마치 중후한 중년남성을 표현한듯한 맛으로, 구운 견과의 고소함과 함께 느껴지는 시가의 풍미와 묵직한 목넘김으로, 입안의 피니쉬까지 긴 여운을 가진 커피입니다.  별다방과 같은 맛이나, 고소하고 커피 특유의 쓴 맛을 좋아하시는 고객들에게 세팅하기 좋은 커피입니다.",블렌드,미디엄다크,,,5,1,3,4,1,"인도, 에티오피아, 브라질",커피,"서울시 강서구 공항대로 164, 411",제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,커스프 커피 010-3267-0430
